00:03|three minutes after midnight|Early this morning, 1 January 2021, three minutes after midnight, the last human to be born on earth was killed in a pub brawl in a suburb of Buenos Aires, aged twenty-five years, two months and twelve days.|The Children of Men|P.D. James|unknown
00:03|three minutes past midnight|It was just three minutes past midnight when I last saw Archer Harrison alive. I remember, because I said it was two minutes past and he looked at his watch and said it was three minutes past.|Since Ibsen|George Jean Nathan|unknown
00:03|Three minutes after midnight.|Suddenly I felt a great stillness in the air, then a snapping of tension. I glanced at my watch. Three minutes after midnight. I was breathing normally and my pen moved freely across the page. Whatever stalked me wasn’t quite as clever as I’d feared, I thought, careful not to pause in my work.|The Historian|Elizabeth Kostova|unknown
00:04|four minutes past twelve|At four minutes past twelve, Frank Macintosh and Paulie Logan enter the lobby dressed in their suits. There are handshakes all around. Frank’s pompadour appears to have had an oil change.|Billy Summers|Stephen King|unknown
00:04|four minutes past midnight|At four minutes past midnight, January 22, Admiral Lowry's armada of more than 250 ships reached the transport area off Anzio. The sea was calm, the night was black.|Anzio: Epic of Bravery|Fred Sheehan|unknown
00:05|after twelve o'clock|It was after twelve o'clock when Easton came home. Ruth recognised his footsteps before he reached the house, and her heart seemed to stop beating when she heard the clang of the gate, as it closed after he had passed through.|The Ragged Trousered Philanthropists|Robert Tressell|unknown
00:05|0005h|E.M. Security, normally so scrupulous with their fucking trucks at 0005h., is nowhere around, lending weight to yet another cliché. If you asked Gately what he was feeling right this second he'd have no idea.|Infinite Jest|David Foster Wallace|nsfw
00:05|Midnight. Five past.|Midnight. Five past. Tomorrow has become today.|An affair of honor|Vladimir Nabokov|sfw
00:06|six minutes past midnight|At six minutes past midnight, death relieved the sufferer.|West of Hell's Fringe|Glenn Shirley|unknown
00:07|seven minutes after midnight|It was seven minutes after midnight. The dog was lying on the grass in the middle of the lawn in front of Mrs. Shears's house. Its eyes were closed. It looked as if it was running on its side, the way dogs run when they think they are chasing a cat in a dream.|The Curious Incident of the Dog in the Night-Time|Mark Haddon|sfw
00:08|eight past midnight|"Hour of the night!" exclaimed the priest; "it is day, not night, and the hour is eight past midnight!"|The Brigantine|James Pascoe|unknown
00:09|12.09 am|At 12.09 am on 18 October, the cavalcade had reached the Karsaz Bridge, still ten kilometres from her destination.|The Bhutto Murder Trail: From Waziristan to GHQ|Amir Mir|unknown
00:10|ten minutes past midnight|"Munster tells me that it was in the display case when he locked up last night. That was at ten minutes past midnight. He unlocked this morning shortly after six but didn't look at the display case, although he thinks that he might have noticed if the arm had gone. But he can't be sure."|The Skull Beneath the Skin|P.D. James|sfw
00:10|ten minutes past midnight|It was at ten minutes past midnight. Three police cars, Alsations and a black maria arrive at the farmhouse. The farmer clad only in a jock-strap, refused them entry.|The Queue|Jonathan Barrow|unknown
00:10|ten minutes past midnight|At ten minutes past midnight a call was made to the police by Garry Ashe from his aunt's house to say that he had returned from a walk to discover her body.|A Certain Justice|P.D. James|unknown
00:11|12:11|She was to leave the reception as soon as she could and return to her room to change clothes. At 12:11 there'd be another blackout, during which she'd take the outside stairwell to the ground floor and wait at the exit for a Broadmoor's catering van.|The Enclave|Karen Hancock|sfw
00:11|eleven minutes past midnight|The first incendiaries to hit St Thomas's Hospital had splattered Riddell House at eleven minutes past midnight, from where a few hours earlier the Archbishop of Canterbury had given 'an inspiring address'.|The Longest Night|Gavin Mortimer|unknown
00:12|0 Hours, 12 Minutes|Clock time is 0 Hours, 12 Minutes, 0 Seconds. Twenty three minutes later, they have their first sight of Venus. Each lies with his Eye clapp'd to the Snout of an identical two and a half foot Gregorian reflector made by Mr. Short, with Darkening-Nozzles by Mr. Bird.|Mason & Dixon|Thomas Pynchon|unknown
00:12|twelve minutes past midnight|It was twelve minutes past midnight when mother and daughter saw the first lightning strike. It hit the main barn with such force the ground trembled under their feet.|Kentucky Heat|Fern Michaels|unknown
00:13|thirteen minutes past midnight|It's thirteen minutes past midnight. We're on yet another plane, this time from San Diego To Boston via Chicago. All around me people are sleeping.|Madlands|Anna Rose|unknown
00:14|fourteen minutes past midnight|It was exactly fourteen minutes past midnight when he completed the final call. Among the men he had reached were honourable men. Their voices would be heard by the President.|The Matarese Circle|Robert Ludlum|unknown
00:15|twelve-fifteen|At twelve-fifteen he got out of the van. He tucked the pistol under the waistband of his trousers and crossed the silent, deserted street to the Hudston house.|Watchers|Dean Koontz|unknown
00:15|quarter past twelve|The party broke up after supper about a quarter past twelve. Seeing her visitors off, Olga Mihalovna stood at the door and said:<br/>"You really ought to take a shawl! It's turning a little chilly. Please God, you don't catch cold!"|The Party and Other Stories|Anton Pavlovich Chekhov|sfw
00:16|sixteen minutes past midnight|At sixteen minutes past midnight, Block 4 was hit and the roof set alight.|The Longest Night|Gavin Mortimer|unknown
00:17|twelve seventeen a.m.|"So you deduce that I arrived at the fallen tree later than twelve seventeen a.m. It may have been so. As I wasn't concocting an alibi, I didn't check the time every two minutes."|Shroud for a Nightingale|P.D. James|sfw
00:17|seventeen minutes after twelve|Kava ordered two glasses of coffee for himself and his beloved and some cake. When the pair left, exactly seventeen minutes after twelve, the club began to buzz with excitement.|Vanvild Kava|Isaac Bashevis Singer|unknown
00:18|eighteen minutes past midnight|Instantaneously the oblong became a square; then that, too, was extinguished. Toynton Grange lay, a faintly discerned shape etched in the darkness on the silent headland. Curious, he looked at his watch. The time was eighteen minutes past midnight.|The Black Tower|P.D. James|sfw
00:18|12:18 a.m.|21st December 1985, 12:18 a.m.<br/>[IN BED]<br/>Michael doesn’t believe in Heaven or Hell. He’s got closer to death than most living people and he tells me there was no tunnel of light or dancing angels. I’m a bit disappointed, to be honest.|The Book of Lies|Mary Horlock|unknown
00:19|nineteen minutes past midnight|I leaped out of bed, ran down the stairs and into the kitchen through that harsh, searing light. The clock on the wall was showing nineteen minutes past midnight. I grabbed my black raincoat from the hook by the back door, pulled on my wellington boots, one of which was almost impossible to get my foot into, and rushed outside.|After the Fire|Henning Mankell|unknown
00:20|twelve-twenty|When the police arrived at twelve-twenty they found Mrs. O'Keefe lying on a single divan in her front sitting-room, practically naked.|A Certain Justice|P.D. James|nsfw
00:20|twelve twenty|“But by the time he reached the top of the hill the woman’s body had basically been eaten up already by the flies, right?” my friend said.<br>“In a sense,” his girlfriend replied.<br>“In a sense being eaten by the flies makes it a sad story, doesn’t it?” my friend said.<br>“Yes, I guess so,” she said after giving it some thought. “What do you think?” she asked me.<br>“Sounds like a sad story to me,” I replied.<br>It was twelve twenty when my cousin came back.|Blind Willow, Sleeping Woman|Haruki Murakami|unknown
00:20|twelve-twenty|Now she was kneading the little ball of hot paste on the convex margin of the bowl and I could smell the opium. There is no smell like it. Beside the bed the alarm-clock showed twelve-twenty, but already my tension was over. Pyle had diminished.|The Quiet American|Graham Greene|nsfw
00:21|12:21|The aircraft took off at 12:21, and while the rest of the family dozed, Sasha went over the speech he would deliver on arrival at the airport. He also needed to prepare a eulogy for his uncle’s funeral, but that would have to wait until they checked into their hotel.|Heads You Win|Jeffrey Archer|sfw
00:21|12:21 A.M.|12:21 A.M.<br/>Uh-oh. Vance felt the tracks suddenly shiver. Then with what sounded like a painful grind of metal on metal, the gantry started moving again. They'd decided to override the safety shutoff.|Project Cyclops|Thomas Hoover|sfw
00:21|12.21 am|Nobody had been one of Mycroft Ward's most important operatives and for sixty seconds every day, between 12.21 am and 12.22 am., his laptop was permitted to connect directly with the gigantic online database of self that was Mycroft Ward's mind.|The Raw Shark Texts|Steven Hall|unknown
00:22|12.22 am|Nobody had been one of Mycroft Ward's most important operatives and for sixty seconds every day, between 12.21 am and 12.22 am., his laptop was permitted to connect directly with the gigantic online database of self that was Mycroft Ward's mind.|The Raw Shark Texts|Steven Hall|unknown
00:23|twenty-three minutes past midnight|Oskar weighed the wristwatch in his hand, then gave the rather fine piece with its luminous dial showing twenty-three minutes past midnight to little Pinchcoal. He looked up inquiringly at his chief. Störtebeker nodded his assent. And Oskar said, as he adjusted his drum snugly for the trip home: "Jesus will lead the way. Follow thou me!"|The Tin Drum|Günter Grass|sfw
00:24|12.24 am|Sanders with Sutton as his gunner began their patrol at 12.24 am, turning south towards Beachy Head at 10,000 ft.|The Longest Night|Gavin Mortimer|unknown
00:25|12:25|After a moment reality reasserted itself, and she realized she hadn't been hallucinating, but dreaming. The clock on the desk read 12:55. They'd begun their ten-minute session at 12:25, so obviously she had twenty minutes to account for.|The Enclave|Karen Hancock|sfw
00:25|five-and-twenty minutes past midnight|Charlotte remembered that she had heard Gregoire go downstairs again, almost immediately after entering his bedroom, and before the servants had even bolted the house-doors for the night. He had certainly rushed off to join Therese in some coppice, whence they must have hurried away to Vieux-Bourg station which the last train to Paris quitted at five-and-twenty minutes past midnight. And it was indeed this which had taken place.|Fruitfulness|Emile Zola|unknown
00:25|Twenty-five past midnight|I mean, look at the time! Twenty-five past midnight! It was a triumph, it really was!|The Soldier's Wife|Joanna Trollope|unknown
00:26|12.26 am|"A Mr. Dutta from King's Cross called and told me you were on your way. He said you wanted to see the arrival of yesterday's 12.26 am. It'll take me a few minutes to cue up the footage. Our regular security bloke isn't here today; he's up before Haringey Magistrates' Court for gross indecency outside the headquarters of the Dagenham Girl Pipers."|Bryant & May Off the Rails|Christopher Fowler|unknown
00:27|twenty-seven minutes past midnight|Blake came off the bus behind a pudgy woman carrying a sleeping baby in her arms. The bus driver was talking to a flashy little twist He didn’t even turn to look at the woman and her baby. Blake caught her as she stumbled. She turned and smiled wearily at him. Blake nodded to her and looked up at the terminal clock. It was then twenty-seven minutes past midnight.|Mourn the Hangman|Harry Whittington|unknown
00:28|12.28|The DRINK CHEER-UP COFFEE wall clock read 12.28.|11/22/63|Stephen King|unknown
00:29|Twenty-nine minutes past twelve|"What time is it?" asked Teeny-bits.<br/>The station agent hauled out his big silver watch, looked at it critically and announced: "Twenty-nine minutes past twelve.”<br/>“Past twelve!" repeated Teeny-bits. "It can't be."|The Mark of the Knife|Clayton H. Ernst|sfw
00:30|Half-past twelve o’clock|Half-past twelve o’clock came; Turkey began to glow in the face, overturn his inkstand, and become generally obstreperous; Nippers abated down into quietude and courtesy; Ginger Nut munched his noon apple; and Bartleby remained standing at his window in one of his profoundest dead-wall reveries.|Bartleby, the Scrivener|Herman Melville|unknown
00:30|half past midnight|“I love you more than you can possibly know.”<br>“I love you too.” I smile and his lips linger on my cheek. As he walks down the hall, I note the time: half past midnight.|Bath Haus|P.J. Vernon|unknown
00:30|half-past twelve|It was half-past twelve when I returned to the Albany as a last desperate resort. The scene of my disaster was much as I had left it. The baccarat-counters still strewed the table, with the empty glasses and the loaded ash-trays. A window had been opened to let the smoke out, and was letting in the fog instead.|The Amateur Cracksman|E.W. Hornung|unknown
00:31|00:31|Third individual approaches unnoticed and without caution. Once within reach, individual reaches out toward subjects. Recording terminates: timecode: 00:31:02.|Zombie Apocalypse! Fightback|Stephen Jones|unknown
00:32|12:32|Meticulously he noted the time by the wall clock over the fireplace and made a record in his book. "12:32 Mr. Courtney-Brigs reports fallen tree across the Winchester Road path."|Shroud for a Nightingale|P.D. James|sfw
00:32|Thirty-two minutes past midnight|Thirty-two minutes past midnight; the way things were going I could be at it all night. Before beginning a completely new search of the dial I had a thought: maybe this safe didn't open on zero as older models did, but on a factory-set number.|Ixtapa|Everette Howard Hunt|unknown
00:33|thirty-three minutes past twelve|Stephen Maxie looked him straight in the eye and said almost casually: “It was thirty-three minutes past twelve by my watch.|Cover Her Face|P.D. James|unknown
00:34|Thirty-four minutes past midnight|Thirty-four minutes past midnight. 'We got ten minutes to be back here.' LT didn't argue. Schoolboy knew his former trade. LT's eyes fretted over the museum. 'Not still worrying about the security, are you, because there ain't none.'|Killer Tune|Dreda Say Mitchell|unknown
00:35|thirty-five minutes past midnight|Mrs. Gentrie looked at the clock. It was thirty-five minutes past midnight.|The Case of the Empty Tin|Erle Stanley Gardner|unknown
00:35|thirty-five minutes past midnight|The clock read thirty-five minutes past midnight. I was dazed from the deepness of the sleep. Who could be calling me at this hour?|A Cat on the Cutting Edge|Lydia Adamson|unknown
00:36|Thirty-six minutes past midnight|The prosecutor looked at her gold watch. Thirty-six minutes past midnight.|The Frozen Dead|Bernard Minier|unknown
00:37|thirty-seven minutes past midnight|A glance at the luminous dial of his watch showed to be thirty-seven minutes past midnight.|Not a Marrying Man|Dixie Browning|unknown
00:37|12:37 AM|Stephen looked at his bedside clock. 12:37 AM.<br/>He went into the kitchen, and grabbed a Vanilla Coke from the refrigerator. In the living room, he opened the DVD cabinet, and ran his eyes across the hundreds of titles.|Warrior Monk|Ray Keating|sfw
00:38|twelve thirty-eight a.m.|"You left the main hospital building at about midnight. You spoke to the porter at the main gate at twelve thirty-eight a.m. Where were you between those times?"|Shroud for a Nightingale|P.D. James|sfw
00:38|thirty-eight minutes past midnight|Somewhere he'd lost three days; for he'd entered the burning veil Thursday, thirty-eight minutes past midnight. Yes. But keep cool. There's more at stake than three lost days. There must be; otherwise why the police?|Redemolished|Alfred Bester|unknown
00:38|12:38 a.m.|Justin turned on the light and groggily looked at the Sony clock radio which said it was 12:38 a.m. The screams in his dream had been painfully, frighteningly real, but he could not remember where the screams had come from.|Crow's Nest|G.V. Miller|unknown
00:39|12:39 a.m.|It was 12:39 a.m. and I watched the moon fall prey to an evil-looking pack of galloping dark clouds.|Monastery Nightmare|Ross H. Spencer|unknown
00:40|twelve-forty|He looked around the carriage he was sitting in. It was full of night people, waiters, nurses, party returners, drunks—even a traffic warden. The train eventually pulled into his station at twelve-forty.|A Matter of Honor|Jeffrey Archer|sfw
00:40|twelve-forty|It was the opinion of the forensic pathologist who saw the body at twelve-forty that Mrs. O'Keefe had died very shortly after her return home.|A Certain Justice|P.D. James|sfw
00:40|Twenty minutes to one|"Twenty minutes to one?" exclaimed Helen. "My mother will certainly think we're lost. But I hate to go. It is magnificent, even if it is terrible."|White Ashes|Sidney R. Kennedy|sfw
00:41|12:41 am|By the time he came back to his car, it was 12:41 am. I was standing outside my car, just waiting and he noticed me.|Blood Ties|Geraldo Cruz|unknown
